wind_speed_max,wind_speed_mean,wind_direction_mean,air_temp,barometric_pressure,depth,water_temperature,specific_conductivity,pH,turbidity,organic_dissolved_oxygen_saturation,organic_dissolved_oxygen,chlorophylla,phycocyanin,flourescent_dissolved_organic_matter,log_phyco,sqrt_phyco,sqrt_turb,sqrt_DOsat,sqrt_DO,sqrt_chlorophyll
8.65,6.66,88.9,19.39,1022.26,1.192,24.02,291,8.58,14.01,100.5,8.45,2.859,0.221,1.65,0.199670195,0.470106371,3.742993454,10.02496883,2.906888371,1.69085777
9.1,6.468,84.8,19.38,1022.327,1.197,24.01,290.9,8.58,14.81,100.3,8.44,1.451,0.232,1.669,0.208638865,0.481663783,3.848376281,10.01498877,2.905167809,1.204574614
8.4,6.332,85,19.38,1022.316,1.191,24,291,8.58,14.04,100.3,8.44,1.718,0.262,1.649,0.232697764,0.511859356,3.746998799,10.01498877,2.905167809,1.31072499
8.2,5.865,84.1,19.4,1022.357,1.19,23.98,291,8.58,13.64,100.1,8.42,2.515,0.248,1.665,0.22154227,0.497995984,3.693237063,10.00499875,2.901723626,1.585875153
7.65,5.802,88.9,19.47,1022.399,1.193,23.97,291.1,8.57,13.9,99.8,8.4,1.46,0.245,1.666,0.21913553,0.494974747,3.728270376,9.989994995,2.898275349,1.208304597
7.35,5.975,86.8,19.55,1022.4,1.197,23.96,291.1,8.57,14.03,99.7,8.39,2.043,0.232,1.678,0.208638865,0.481663783,3.74566416,9.984988733,2.896549672,1.42933551
7.75,5.939,86.2,19.62,1022.433,1.193,23.94,291.1,8.57,13.94,99.5,8.38,0.911,0.206,1.671,0.187309098,0.453872229,3.733630941,9.974968672,2.894822965,0.9544632
8.1,5.897,91.9,19.78,1022.467,1.197,23.93,291.1,8.56,13.79,99.3,8.36,1.767,0.226,1.684,0.203756838,0.475394573,3.713488926,9.964938535,2.891366459,1.329285522
7.7,6.148,92.2,19.89,1022.466,1.192,23.92,291.1,8.56,14.04,99.1,8.35,3.099,0.254,1.683,0.226338442,0.503984127,3.746998799,9.954898292,2.889636655,1.760397682
6.65,5.333,52.74,19.37,1022.401,1.199,23.78,291.4,8.53,13.44,97,8.2,1.124,0.22,1.75,0.198850859,0.469041576,3.666060556,9.848857802,2.863564213,1.060188662
6.1,5.016,53.79,19.18,1022.322,1.198,23.78,291.4,8.53,13.72,96.8,8.17,2.619,0.224,1.745,0.202124184,0.473286383,3.704051835,9.838699101,2.858321186,1.618332475
7.15,5.551,68.52,18.8,1022.374,1.197,23.71,291.6,8.51,13.44,95.7,8.1,1.956,0.21,1.766,0.19062036,0.458257569,3.666060556,9.782637681,2.846049894,1.398570699
5.3,4.323,200,18.39,1023.281,1.201,23.63,291.5,8.5,12.4,95.3,8.07,1.719,0.215,1.805,0.194744077,0.463680925,3.521363372,9.762171889,2.840774542,1.311106403
4.9,3.971,189.2,18.23,1023.378,1.203,23.63,291.5,8.5,12.62,95.3,8.06,1.321,0.217,1.801,0.196388814,0.465832588,3.552463934,9.762171889,2.839013913,1.149347641
4.45,3.526,190.8,18.2,1023.465,1.208,23.63,291.5,8.5,12.28,95,8.04,1.237,0.228,1.806,0.20538683,0.477493455,3.504283094,9.746794345,2.835489376,1.112205017
3.9,2.988,173.3,18.3,1023.612,1.203,23.61,291.6,8.49,12.24,94.8,8.03,1.239,0.233,1.798,0.209450224,0.482700735,3.498571137,9.736529156,2.833725463,1.113103769
3.6,2.714,179.9,19.8,1024.369,1.212,23.58,291.5,8.5,9.61,95.7,8.12,1.176,0.23,1.842,0.207014169,0.479583152,3.1,9.782637681,2.84956137,1.084435337
3.15,2.393,168.2,20.02,1024.442,1.211,23.58,291.5,8.52,9.13,96.1,8.15,1.096,0.223,1.842,0.201306857,0.472228758,3.021588986,9.803060747,2.854820485,1.046900186
3.5,2.597,180,20.06,1024.493,1.213,23.59,291.4,8.51,9.64,96.3,8.17,1.082,0.231,1.847,0.207826847,0.480624594,3.104834939,9.81325634,2.858321186,1.04019229
2.9,2.153,168.9,20.26,1024.577,1.217,23.6,291.5,8.51,9.52,96.1,8.14,0.855,0.226,1.86,0.203756838,0.475394573,3.085449724,9.803060747,2.853068524,0.9246621
3.45,2.328,184.1,20.39,1024.625,1.213,23.61,291.4,8.52,9.3,97,8.22,1.164,0.244,1.843,0.218331994,0.493963561,3.049590136,9.848857802,2.867054237,1.078888317
2.8,1.852,182.3,20.53,1024.782,1.219,23.61,291.3,8.53,8.81,97.8,8.28,1.085,0.257,1.868,0.22872793,0.506951674,2.968164416,9.889388252,2.877498914,1.041633333
1.9,1.316,134.6,22.69,1024.878,1.22,23.69,290.6,8.62,8.16,103.8,8.78,1.1,0.253,1.883,0.225540676,0.502991054,2.856571371,10.1882285,2.963106478,1.048808848
2.6,1.725,128.5,22.94,1024.8,1.22,23.69,290.6,8.63,8.1,104.3,8.82,0.852,0.317,1.891,0.275356423,0.56302753,2.846049894,10.21273715,2.969848481,0.923038461
2.6,1.771,124.5,22.9,1024.767,1.219,23.79,290.3,8.67,8.13,107.7,9.09,1.174,0.283,1.859,0.249201086,0.531977443,2.851315486,10.37786105,3.014962686,1.083512806
3.15,2.128,120.4,22.86,1024.557,1.219,24,290.1,8.72,8.05,112.1,9.43,1.438,0.295,1.796,0.258510695,0.543139025,2.837252192,10.58772875,3.070830507,1.199166377
3.6,2.578,119.1,22.47,1024.482,1.218,23.76,290.1,8.68,8.19,108.2,9.14,1.477,0.312,1.885,0.271552691,0.558569602,2.861817604,10.4019229,3.023243292,1.215318888
3.6,2.581,110.5,22.44,1024.458,1.212,23.77,290,8.68,7.969,107.8,9.11,1.778,0.334,1.874,0.288181947,0.577927331,2.822941728,10.38267788,3.018277655,1.333416664
4.35,3.203,108.3,22.35,1024.157,1.211,23.65,290.3,8.59,8.06,101.8,8.62,1.013,0.279,1.888,0.246078523,0.528204506,2.839013913,10.0895986,2.935983651,1.006479011
4.6,3.343,109.6,22.22,1024.098,1.213,23.6,290.8,8.51,8.72,96.4,8.17,1.39,0.286,1.88,0.251536626,0.534789678,2.952964612,9.818350167,2.858321186,1.178982612
4.6,3.652,105.3,22.32,1024.019,1.217,23.65,290.3,8.57,8.33,100.6,8.52,1.159,0.288,1.888,0.253090628,0.536656315,2.886173938,10.02995513,2.918903904,1.076568623
4.65,3.702,107.4,22.47,1023.985,1.212,23.67,290.1,8.57,8.67,100.5,8.51,1.375,0.274,1.875,0.242161557,0.523450093,2.944486373,10.02496883,2.917190429,1.17260394
4.75,3.696,106.2,22.64,1023.945,1.211,23.83,290,8.62,8.46,104.1,8.78,1.169,0.268,1.82,0.237440856,0.517687164,2.908607914,10.20294075,2.963106478,1.081203034
5.05,3.72,107.3,22.83,1023.838,1.21,23.97,290.1,8.63,8.15,105,8.84,1.106,0.244,1.748,0.218331994,0.493963561,2.854820485,10.24695077,2.973213749,1.051665346
5.25,4.207,107,22.82,1023.601,1.21,24.41,289.5,8.74,8.07,113.2,9.45,1.169,0.264,1.645,0.234281296,0.513809303,2.840774542,10.63954886,3.07408523,1.081203034
6,4.433,100.8,22.86,1023.488,1.208,24.75,289,8.82,7.992,122,10.12,1.059,0.304,1.536,0.265436464,0.55136195,2.827012557,11.04536102,3.181194744,1.029077257
6.35,4.699,95.7,22.86,1023.314,1.201,24.65,289.2,8.8,8.11,119,9.89,1.416,0.323,1.592,0.279901885,0.56833089,2.847806173,10.90871211,3.144837039,1.189957982
5.95,4.775,95.2,22.89,1023.217,1.203,24.66,289.1,8.8,8.6,120,9.97,1.465,0.379,1.597,0.321358599,0.615629759,2.93257566,10.95445115,3.157530681,1.210371844
6.75,4.857,92.3,22.94,1023.119,1.207,24.77,288.9,8.82,9.22,121.8,10.1,2.527,0.395,1.6,0.332894415,0.628490254,3.03644529,11.03630373,3.178049716,1.58965405
6.3,5.013,89.8,22.98,1022.974,1.202,24.87,288.5,8.86,9.33,124.9,10.33,1.34,0.463,1.601,0.380489122,0.680441033,3.05450487,11.17586686,3.214031736,1.15758369
6.7,5.287,89.8,23,1022.921,1.2,24.82,288.6,8.85,10.05,123.7,10.26,1.656,0.504,1.655,0.408128226,0.709929574,3.170173497,11.12205017,3.203123476,1.286856635
6.35,5.472,92.3,23.01,1022.816,1.2,24.83,288.8,8.84,11.22,122.8,10.17,1.535,0.544,1.712,0.434376452,0.737563557,3.349626845,11.08151614,3.189043744,1.238951169
6.45,5.519,93.9,22.97,1022.73,1.2,24.76,289,8.83,10.86,121.5,10.07,1.213,0.446,1.749,0.368801124,0.667832314,3.295451411,11.02270384,3.173326331,1.101362792
6.55,5.493,96.5,23.03,1022.582,1.2,24.7,289.1,8.82,10.85,120.3,9.99,1.439,0.48,1.745,0.392042088,0.692820323,3.293933818,10.96813567,3.160696126,1.199583261
7,5.353,98.6,23.2,1022.497,1.199,24.71,289.2,8.82,11.27,120.1,9.97,1.75,0.489,1.772,0.398104754,0.699285349,3.357082066,10.95901455,3.157530681,1.322875656
6.1,5.151,94.8,23.4,1022.45,1.199,24.82,289.7,8.82,13.98,119.8,9.92,1.409,0.495,1.872,0.402126207,0.703562364,3.738983819,10.94531863,3.14960315,1.187013058
6.25,5.122,97.4,22.59,1022.367,1.199,24.33,290,8.7,13.03,108.6,9.08,0.98,0.355,1.963,0.303801454,0.595818764,3.60970913,10.42113238,3.013303835,0.989949494
6,5.073,100.4,22.2,1022.284,1.199,24.29,290,8.69,13.56,107.5,9,1.013,0.301,1.96,0.2631332,0.548634669,3.682390528,10.36822068,3,1.006479011
5.65,4.651,100.6,21.78,1022.253,1.2,24.24,289.9,8.68,11.62,106.7,8.93,1.128,0.329,1.974,0.28442678,0.573585216,3.40881211,10.32956921,2.988310559,1.062073444
5.5,4.709,100.5,21.64,1022.26,1.198,24.18,290,8.66,12.45,105.4,8.83,0.976,0.28,1.972,0.246860078,0.529150262,3.528455753,10.26645021,2.971531592,0.987927123
5.95,4.899,100.7,21.62,1022.286,1.193,24.12,290,8.65,12.95,104.3,8.75,1.126,0.285,1.959,0.250758718,0.533853913,3.598610843,10.21273715,2.958039892,1.061131472
5.6,4.656,99.4,21.6,1022.381,1.199,24.08,289.8,8.64,12.41,103.9,8.72,1.239,0.32,1.954,0.277631737,0.565685425,3.522782991,10.19313494,2.952964612,1.113103769
6.1,5.061,103.7,21.57,1022.56,1.2,24.07,290.1,8.63,13.11,103.1,8.66,1.117,0.283,2.002,0.249201086,0.531977443,3.620773398,10.15381702,2.942787794,1.056882207
5.85,5.038,104.4,21.54,1022.768,1.2,24.04,290.1,8.62,12.03,102.3,8.6,1.049,0.283,1.998,0.249201086,0.531977443,3.468429039,10.11434625,2.93257566,1.02420701
6.6,5.322,109.5,21.52,1022.971,1.201,24,290.2,8.61,12.61,101.6,8.55,1.272,0.271,1.994,0.239803992,0.520576603,3.551056181,10.07968253,2.924038303,1.127829774
6.45,5.441,115.8,21.42,1023.089,1.203,23.97,289.9,8.6,12.2,101.2,8.51,1.033,0.247,1.996,0.220740667,0.496990946,3.492849839,10.05982107,2.917190429,1.016366076
7.05,5.758,121.6,21.24,1023.096,1.207,23.91,289.9,8.59,12.29,100.1,8.44,1.077,0.271,2.018,0.239803992,0.520576603,3.505709629,10.00499875,2.905167809,1.037786105
6.65,5.391,121.2,21.26,1023.172,1.202,23.84,290.1,8.58,12.26,99.3,8.38,1.036,0.283,2.024,0.249201086,0.531977443,3.50142828,9.964938535,2.894822965,1.017840852
6.55,5.519,127.4,21.25,1023.274,1.201,23.85,289.7,8.57,12.12,99.1,8.37,1.137,0.241,1.975,0.215917506,0.490917508,3.481379037,9.954898292,2.893095228,1.066302021
6.8,5.456,124.6,21.24,1023.269,1.201,23.83,289.9,8.57,12.24,99.2,8.37,1.248,0.278,2.003,0.245296356,0.527257053,3.498571137,9.959919678,2.893095228,1.117139204
6.35,5.411,126.5,21.18,1023.173,1.202,23.8,289.9,8.56,12.27,98.4,8.31,1.181,0.315,2.022,0.273836666,0.561248608,3.502855978,9.919677414,2.882707061,1.086738239
6.85,5.406,128.5,21.13,1023.218,1.202,23.76,290.2,8.55,12.25,97.5,8.24,0.866,0.259,2.053,0.230317755,0.508920426,3.5,9.874208829,2.870540019,0.93059121
7.3,5.688,131,21.09,1023.092,1.2,23.75,290.1,8.55,12.6,97.5,8.24,0.975,0.251,2.046,0.223943231,0.500999002,3.54964787,9.874208829,2.870540019,0.987420883
7.25,5.729,132.4,21.04,1023.012,1.2,23.73,290,8.54,12.72,97.1,8.21,1.04,0.261,2.045,0.231905057,0.510881591,3.5665109,9.853933225,2.865309756,1.019803903
7.65,5.991,133.9,21.04,1022.819,1.198,23.69,290.2,8.53,12.62,96.5,8.17,1.012,0.256,2.083,0.227932068,0.505964426,3.552463934,9.823441352,2.858321186,1.005982107
7.55,5.936,136.8,20.98,1022.61,1.192,23.69,290,8.53,12.35,96.4,8.15,0.971,0.209,2.048,0.189793572,0.457165178,3.514256678,9.818350167,2.854820485,0.985393322
7.7,6.295,138.9,20.86,1022.526,1.191,23.67,289.8,8.53,11.83,95.9,8.12,0.94,0.235,2.033,0.21107097,0.484767986,3.439476704,9.792854538,2.84956137,0.969535971
8,6.673,132.7,20.84,1022.376,1.192,23.64,289.9,8.52,12.3,95.5,8.09,0.899,0.233,2.058,0.209450224,0.482700735,3.507135583,9.772410143,2.844292531,0.948156105
8.15,6.747,136.1,20.8,1022.281,1.197,23.63,290.3,8.51,12.73,94.8,8.03,0.824,0.243,2.11,0.217527813,0.492950302,3.567912555,9.736529156,2.833725463,0.907744457
9,6.838,137,20.77,1022.284,1.19,23.61,290.3,8.5,13.54,94,7.962,0.795,0.249,2.116,0.222343231,0.498998998,3.679673899,9.695359715,2.821701614,0.891627725
8.3,6.332,139.9,20.81,1022.3,1.19,23.59,290.5,8.49,15.05,93.3,7.908,0.725,0.269,2.133,0.238229189,0.518652099,3.879432948,9.659192513,2.812116641,0.851469318
7.45,5.893,142.3,20.81,1022.243,1.192,23.58,290.6,8.48,13.9,93.2,7.899,0.742,0.294,2.129,0.257738196,0.542217668,3.728270376,9.654014709,2.810515967,0.861394219
6.15,5.058,164.7,20.5,1022.18,1.197,23.58,290.7,8.48,14.24,93,7.887,0.805,0.279,2.135,0.246078523,0.528204506,3.773592453,9.643650761,2.808380316,0.897217922
5.6,4.676,183.8,20.39,1022.214,1.19,23.57,290.9,8.47,16,92.8,7.871,0.763,0.254,2.148,0.226338442,0.503984127,4,9.633275663,2.805530253,0.873498712
5.35,3.478,212.7,20.06,1022.266,1.19,23.56,291.1,8.47,15.51,92.4,7.837,0.778,0.287,2.145,0.252313929,0.535723809,3.938273734,9.612491873,2.799464234,0.882043083
4.1,3.319,209.7,19.65,1022.314,1.19,23.55,291.3,8.46,15.59,92.1,7.818,0.801,0.328,2.164,0.283674051,0.572712843,3.948417404,9.596874491,2.796068669,0.894986033
4.55,3.364,197.7,19.59,1022.347,1.191,23.54,291.5,8.46,15.09,91.6,7.776,0.808,0.289,2.177,0.253866724,0.537587202,3.88458492,9.570788891,2.788548009,0.898888202
4.15,3.042,173.6,19.77,1022.336,1.192,23.54,291.6,8.45,16.21,91.4,7.752,0.781,0.285,2.181,0.250758718,0.533853913,4.026164428,9.560334722,2.784241369,0.883742044
5.65,4.327,175.6,19.96,1022.357,1.191,23.53,291.8,8.45,16.02,91,7.723,0.732,0.245,2.213,0.21913553,0.494974747,4.002499219,9.539392014,2.779028607,0.855569985
6.9,5.437,173.1,19.75,1022.199,1.193,23.51,292,8.44,17.25,90.5,7.688,0.803,0.268,2.24,0.237440856,0.517687164,4.153311931,9.513148795,2.772724292,0.896102673
7.1,5.739,176.9,19.45,1022.224,1.197,23.49,292.3,8.43,17.77,89.9,7.642,0.734,0.304,2.3,0.265436464,0.55136195,4.215447782,9.481561053,2.764416756,0.856738
6.45,5.345,183.5,19.16,1022.116,1.192,23.48,292.5,8.43,18.88,89.6,7.614,0.725,0.321,2.319,0.278389026,0.566568619,4.345112196,9.465727653,2.759347749,0.851469318
6.4,5.083,178.4,19.11,1022.051,1.19,23.47,292.6,8.43,18.53,89.5,7.601,0.729,0.332,2.346,0.286681572,0.576194412,4.30464865,9.460443964,2.756991114,0.853814968
6.7,5.19,186.5,19.14,1022.243,1.193,23.46,292.8,8.43,18.4,89.4,7.597,0.732,0.378,2.359,0.320633173,0.614817046,4.289522118,9.455157323,2.75626559,0.855569985
6.8,5.191,205.6,19.06,1022.411,1.199,23.45,292.8,8.42,20.83,89.3,7.59,0.766,0.388,2.381,0.327863862,0.62289646,4.563989483,9.449867724,2.754995463,0.875214259
6.3,4.703,214.4,18.86,1022.581,1.2,23.44,293,8.42,20.04,89.3,7.592,0.759,0.375,2.38,0.318453731,0.612372436,4.476605857,9.449867724,2.755358416,0.871206061
6.05,4.495,213.5,18.69,1022.836,1.199,23.44,293.2,8.42,19.56,89.3,7.592,0.771,0.335,2.369,0.288931292,0.578791845,4.422668877,9.449867724,2.755358416,0.878066057
4.95,3.966,213.9,18.67,1022.948,1.2,23.44,293.2,8.41,20.15,89.1,7.572,0.826,0.324,2.369,0.280657458,0.569209979,4.488875137,9.439279634,2.751726731,0.908845421
5.7,3.879,230,18.82,1023.187,1.201,23.39,293.6,8.4,19.59,88.7,7.542,0.773,0.387,2.429,0.327143141,0.622093241,4.426059195,9.418067742,2.746270198,0.879204186
4.15,3.308,231.6,18.78,1023.243,1.201,23.39,293.7,8.4,21.24,88.5,7.528,0.742,0.336,2.454,0.289680075,0.57965507,4.608687449,9.407443861,2.743720102,0.861394219
4.55,3.528,222.4,18.97,1023.398,1.203,23.38,293.7,8.4,21.98,88.6,7.547,0.726,0.312,2.473,0.271552691,0.558569602,4.688283268,9.412757301,2.747180373,0.852056336
4.6,3.798,226.3,19.19,1023.517,1.209,23.37,293.7,8.4,20.37,88.6,7.544,0.793,0.357,2.481,0.305276381,0.59749477,4.513313639,9.412757301,2.746634304,0.890505474
5.15,3.953,222.3,19.36,1023.578,1.21,23.36,293.8,8.41,20.21,88.7,7.552,0.702,0.393,2.484,0.331459695,0.626897121,4.495553359,9.418067742,2.748090246,0.837854403
4.5,3.437,196.9,19.86,1023.599,1.209,23.38,293.9,8.42,20.09,89.4,7.612,0.653,0.393,2.561,0.331459695,0.626897121,4.482186966,9.455157323,2.758985321,0.808084154
4.4,3.531,205.2,19.99,1023.726,1.21,23.37,293.9,8.42,21.35,89.4,7.612,0.654,0.447,2.598,0.369492448,0.668580586,4.620606021,9.455157323,2.758985321,0.808702665
4.2,3.132,220.5,20.21,1023.945,1.21,23.38,294,8.43,21.05,89.4,7.611,0.663,0.468,2.599,0.38390093,0.684105255,4.588027899,9.455157323,2.758804089,0.814248119
3.75,2.897,218.8,20.45,1023.922,1.21,23.36,294,8.42,24.49,89.1,7.582,0.653,0.444,2.595,0.36741704,0.66633325,4.948737213,9.439279634,2.753543172,0.808084154
3.6,2.788,210.6,20.84,1023.871,1.21,23.36,294.1,8.43,27.25,89.3,7.605,0.602,0.398,2.613,0.335042644,0.630872412,5.220153254,9.449867724,2.757716447,0.77588659
3.5,2.592,203.4,21.32,1023.83,1.21,23.38,294.1,8.44,20.96,90.3,7.683,0.649,0.363,2.641,0.309688153,0.602494813,4.578209257,9.502631215,2.771822505,0.805605362
2.9,2.035,178.8,21.95,1023.747,1.21,23.4,294.1,8.46,21.11,90.9,7.726,0.757,0.451,2.643,0.372252974,0.671565336,4.594562003,9.534149149,2.779568312,0.870057469
3.2,2.244,171.8,22.5,1023.629,1.209,23.39,294.1,8.45,20.52,90.4,7.692,0.734,0.419,2.653,0.349952398,0.647302093,4.529900661,9.507891459,2.773445511,0.856738
3.25,2.444,171.2,22.54,1023.473,1.209,23.39,294.2,8.46,21.17,90.8,7.728,0.705,0.449,2.658,0.370873663,0.670074623,4.601086828,9.5289034,2.779928057,0.839642781
3.9,2.927,170.9,22.48,1023.349,1.207,23.39,294.1,8.45,21.8,90.9,7.734,0.705,0.434,2.665,0.360467742,0.658786764,4.669047012,9.534149149,2.781007012,0.839642781
4.15,3.221,167.4,22.34,1023.228,1.202,23.44,294.7,8.48,20.72,91.7,7.793,0.648,0.474,2.688,0.387979794,0.688476579,4.551922671,9.576011696,2.791594526,0.804984472
3.6,3.003,160.2,22.72,1023.087,1.201,23.59,296.2,8.56,18.94,95.9,8.12,0.755,0.591,2.712,0.464362749,0.768765244,4.352011029,9.792854538,2.84956137,0.86890736
3.95,3.223,154.8,23.07,1023.008,1.2,23.57,294.4,8.56,21.34,96.3,8.17,0.753,0.559,2.709,0.44404459,0.747663026,4.619523785,9.81325634,2.858321186,0.867755726
4.35,3.542,136,23.28,1022.871,1.2,23.61,294.4,8.55,19.46,96.2,8.15,0.734,0.664,2.702,0.509224342,0.814861951,4.411349,9.808159868,2.854820485,0.856738
4.4,3.354,129.8,23.42,1022.777,1.2,23.58,294.5,8.55,20.76,95,8.06,0.779,0.725,2.704,0.54522705,0.851469318,4.5563143,9.746794345,2.839013913,0.882609767
5.05,3.968,122.2,23.65,1022.484,1.199,23.69,294.9,8.58,20.36,97.1,8.22,0.821,0.625,2.715,0.485507816,0.790569415,4.512205669,9.853933225,2.867054237,0.906090503
5.4,4.568,112.6,23.56,1022.44,1.199,23.76,295,8.58,20.02,96.6,8.17,0.689,0.638,2.725,0.493475985,0.798749022,4.474371464,9.8285299,2.858321186,0.830060239
5.25,4.344,112.4,23.67,1022.353,1.197,24.1,295.8,8.7,20.83,102.5,8.61,0.877,0.931,2.816,0.658038003,0.964883413,4.563989483,10.12422837,2.93428015,0.936482781
5.5,4.658,115.2,23.79,1022.234,1.192,24.37,296.7,8.8,23.21,108.6,9.07,1.042,1.112,2.836,0.747635366,1.054514106,4.817675788,10.42113238,3.011644069,1.020784012
6.15,5.124,111.5,23.82,1022.024,1.191,24.64,297.4,8.87,28.33,112.5,9.35,1.085,1.223,2.928,0.798857635,1.105893304,5.322593353,10.60660172,3.05777697,1.041633333
6.35,5.259,112.7,23.83,1021.802,1.19,24.55,297.4,8.85,25.26,111.5,9.28,1.037,1.307,2.93,0.835947979,1.143241007,5.025932749,10.55935604,3.046309242,1.018331969
6.3,5.296,113.8,24.04,1021.562,1.19,24.61,297.7,8.88,26.93,112.9,9.39,1.052,1.277,2.975,0.822858787,1.130044247,5.189412298,10.62544117,3.064310689,1.025670512
6.55,5.212,111,23.98,1021.399,1.19,24.5,297.4,8.85,23.03,111,9.25,1.031,1.184,2.953,0.781158058,1.088117641,4.79895822,10.53565375,3.041381265,1.015381702
6.25,5.174,112.8,24.13,1021.189,1.187,24.49,297.6,8.85,22.68,110.6,9.22,1.045,1.22,2.982,0.797507196,1.104536102,4.76235236,10.51665346,3.03644529,1.022252415
6.7,5.289,111.9,24.26,1020.908,1.18,24.52,297.9,8.85,22.77,110.8,9.24,1.025,1.279,3.023,0.82373675,1.130928822,4.771792116,10.52615789,3.039736831,1.012422837
6.45,5.056,111.1,24.43,1020.622,1.18,24.53,298,8.87,25.4,111.5,9.29,0.922,1.292,3.047,0.829424799,1.136661779,5.039841267,10.55935604,3.047950131,0.960208311
5.9,4.936,108.6,24.48,1020.539,1.18,24.37,297.5,8.81,29.35,108,9.03,0.837,1.087,2.982,0.735727628,1.042592922,5.417564028,10.39230485,3.00499584,0.914877041
6.5,5.382,108.5,24.53,1020.328,1.177,24.5,297.8,8.86,31.48,110.9,9.24,1.003,1.313,3.039,0.838545383,1.145862121,5.610704056,10.53090689,3.039736831,1.001498877
6.2,5.099,104.3,24.58,1020.208,1.173,24.51,297.7,8.87,21.68,111.2,9.26,1.008,1.367,3.035,0.861623331,1.169187752,4.656178691,10.54514106,3.043024811,1.003992032
6.65,5.174,106.3,24.54,1020.074,1.177,24.48,297.5,8.86,22.75,109.9,9.17,0.967,1.228,3.038,0.801104322,1.108151614,4.769696007,10.48332008,3.028200786,0.983361582
6.95,5.491,116.3,24.36,1019.937,1.17,24.35,297.4,8.82,24.5,107.3,8.97,0.861,0.954,3.008,0.669878554,0.976729236,4.949747468,10.35857133,2.994995826,0.927900857
8,6.053,118.4,24.12,1019.801,1.17,24.37,297.1,8.82,24.26,107.9,9.01,0.87,1.034,2.975,0.710004298,1.016857906,4.925444142,10.38749248,3.001666204,0.932737905
7.05,5.671,116,24.27,1019.699,1.169,24.27,297.1,8.8,29.22,106.4,8.91,0.823,0.887,2.979,0.634988266,0.941806774,5.405552701,10.31503757,2.984962311,0.907193474
6.75,5.408,119.1,24.4,1019.649,1.17,24.23,296.9,8.79,23.32,105.6,8.85,0.81,0.923,2.98,0.653886467,0.96072889,4.829078587,10.27618606,2.974894956,0.9
6.6,5.194,115.6,24.48,1019.546,1.168,24.21,296.8,8.79,25.13,105.7,8.86,0.837,0.932,2.956,0.658555736,0.965401471,5.012983144,10.28105053,2.976575213,0.914877041
6.2,4.724,119,24.55,1019.404,1.16,24.15,296.9,8.78,24.12,104.9,8.8,0.784,0.829,2.968,0.603769369,0.910494371,4.911211663,10.2420701,2.966479395,0.885437745
6.45,5.177,124.8,24.1,1019.383,1.163,24.11,296.9,8.77,21.73,103.9,8.73,0.772,0.746,2.964,0.557327457,0.863712915,4.661544808,10.19313494,2.954657341,0.878635305
6.5,5.203,128,24.2,1019.392,1.167,24.12,297.2,8.79,23.07,105,8.82,0.842,1.002,3.04,0.694146681,1.0009995,4.803123983,10.24695077,2.969848481,0.91760558
6.05,4.854,123.8,24.09,1019.349,1.161,24.11,297.8,8.81,27.9,105.8,8.88,0.852,1.11,3.114,0.746687947,1.053565375,5.282045058,10.2859127,2.979932885,0.923038461
5.85,4.354,126.2,23.76,1019.232,1.161,24.06,298.2,8.81,26.39,104.8,8.81,0.894,0.979,3.134,0.682591667,0.989444288,5.137119816,10.23718711,2.968164416,0.945515732
6.65,4.971,128.1,23.25,1019.133,1.163,24.02,298,8.79,23.48,103.8,8.73,0.934,0.925,3.092,0.654925968,0.961769203,4.845616576,10.1882285,2.954657341,0.966436754
7.15,5.288,127,22.81,1019.153,1.167,23.98,297.9,8.76,31.61,102.2,8.6,0.854,0.87,3.092,0.625938431,0.932737905,5.622277119,10.10940156,2.93257566,0.924121204
6.4,4.859,126,22.63,1019.198,1.161,23.96,298.3,8.76,25.26,102.1,8.59,0.927,1.026,3.126,0.706063406,1.012916581,5.025932749,10.10445446,2.930870178,0.962808392
6.65,5.359,135.4,22.49,1019.178,1.161,23.95,298.5,8.76,27.96,101.7,8.56,0.897,0.885,3.137,0.633927821,0.940744386,5.287721627,10.08464179,2.925747768,0.947100839
6.45,5.412,138.7,22.39,1019.223,1.16,23.95,298.9,8.78,33.09,102,8.59,0.975,0.915,3.215,0.649717623,0.956556323,5.752390807,10.09950494,2.930870178,0.987420883
6.2,4.862,139.2,22.39,1019.413,1.163,23.93,298.7,8.77,31.66,101.3,8.53,0.971,0.819,3.186,0.5982869,0.904986188,5.626721959,10.06479011,2.920616373,0.985393322
5.65,4.659,144.6,22.38,1019.524,1.168,23.92,298.8,8.76,22,100.9,8.5,0.881,0.902,3.182,0.642905964,0.949736806,4.69041576,10.0448992,2.915475947,0.938616002
5.85,4.639,144.8,22.36,1019.563,1.161,23.91,299.1,8.76,25.86,100.7,8.49,0.903,0.928,3.206,0.656483196,0.963327566,5.085272854,10.03493896,2.913760457,0.950263121
5.2,4.458,147.7,22.27,1019.656,1.163,23.91,299.1,8.76,22.91,100.5,8.47,0.958,0.812,3.218,0.594431208,0.901110426,4.786439178,10.02496883,2.910326442,0.978774744
5.15,4.304,151.4,22.18,1019.845,1.17,23.91,299.1,8.76,22.36,100.3,8.45,0.971,0.777,3.235,0.574926549,0.881476035,4.728636167,10.01498877,2.906888371,0.985393322
4.65,3.981,153.4,22.14,1019.96,1.171,23.89,299.2,8.75,25.12,100,8.42,0.981,0.823,3.218,0.600483496,0.907193474,5.011985634,10,2.901723626,0.990454441
